ENSEMBL_gene,HGNC_symbol,HGNC_symbol_unique
ENSG00000293468,ENSG00000293468,ENSG00000293468-293468
ENSG00000305527,ENSG00000305527,ENSG00000305527-305527
ENSG00000297803,ENSG00000297803,ENSG00000297803-297803
ENSG00000293396,ENSG00000293396,ENSG00000293396-293396
ENSG00000293310,ENSG00000293310,ENSG00000293310-293310
ENSG00000304451,ENSG00000304451,ENSG00000304451-304451
ENSG00000297969,ENSG00000297969,ENSG00000297969-297969
ENSG00000305771,ENSG00000305771,ENSG00000305771-305771
ENSG00000305804,ENSG00000305804,ENSG00000305804-305804
ENSG00000308030,ENSG00000308030,ENSG00000308030-308030
ENSG00000308014,ENSG00000308014,ENSG00000308014-308014
ENSG00000307961,ENSG00000307961,ENSG00000307961-307961
ENSG00000308000,ENSG00000308000,ENSG00000308000-308000
ENSG00000308053,ENSG00000308053,ENSG00000308053-308053
ENSG00000307215,ENSG00000307215,ENSG00000307215-307215
ENSG00000302075,ENSG00000302075,ENSG00000302075-302075
ENSG00000297515,ENSG00000297515,ENSG00000297515-297515
ENSG00000295867,ENSG00000295867,ENSG00000295867-295867
ENSG00000294142,ENSG00000294142,ENSG00000294142-294142
ENSG00000309235,ENSG00000309235,ENSG00000309235-309235
ENSG00000305153,ENSG00000305153,ENSG00000305153-305153
ENSG00000298113,ENSG00000298113,ENSG00000298113-298113
ENSG00000305803,ENSG00000305803,ENSG00000305803-305803
ENSG00000297055,ENSG00000297055,ENSG00000297055-297055
ENSG00000297041,ENSG00000297041,ENSG00000297041-297041
ENSG00000301878,ENSG00000301878,ENSG00000301878-301878
ENSG00000299806,ENSG00000299806,ENSG00000299806-299806
ENSG00000299823,ENSG00000299823,ENSG00000299823-299823
ENSG00000300861,ENSG00000300861,ENSG00000300861-300861
ENSG00000297109,ENSG00000297109,ENSG00000297109-297109
ENSG00000302218,ENSG00000302218,ENSG00000302218-302218
ENSG00000305433,ENSG00000305433,ENSG00000305433-305433
ENSG00000305416,ENSG00000305416,ENSG00000305416-305416
ENSG00000298283,ENSG00000298283,ENSG00000298283-298283
ENSG00000309581,ENSG00000309581,ENSG00000309581-309581
ENSG00000300601,ENSG00000300601,ENSG00000300601-300601
ENSG00000308998,ENSG00000308998,ENSG00000308998-308998
ENSG00000306876,ENSG00000306876,ENSG00000306876-306876
ENSG00000306679,ENSG00000306679,ENSG00000306679-306679
ENSG00000297524,ENSG00000297524,ENSG00000297524-297524
ENSG00000297547,ENSG00000297547,ENSG00000297547-297547
ENSG00000301597,ENSG00000301597,ENSG00000301597-301597
ENSG00000295239,ENSG00000295239,ENSG00000295239-295239
ENSG00000296592,ENSG00000296592,ENSG00000296592-296592
ENSG00000300183,ENSG00000300183,ENSG00000300183-300183
ENSG00000307606,ENSG00000307606,ENSG00000307606-307606
ENSG00000299071,ENSG00000299071,ENSG00000299071-299071
ENSG00000293726,ENSG00000293726,ENSG00000293726-293726
ENSG00000299318,ENSG00000299318,ENSG00000299318-299318
ENSG00000306988,ENSG00000306988,ENSG00000306988-306988
ENSG00000296036,ENSG00000296036,ENSG00000296036-296036
ENSG00000300012,ENSG00000300012,ENSG00000300012-300012
ENSG00000302718,ENSG00000302718,ENSG00000302718-302718
ENSG00000295106,ENSG00000295106,ENSG00000295106-295106
ENSG00000300585,ENSG00000300585,ENSG00000300585-300585
ENSG00000300559,ENSG00000300559,ENSG00000300559-300559
ENSG00000308509,ENSG00000308509,ENSG00000308509-308509
ENSG00000294189,ENSG00000294189,ENSG00000294189-294189
ENSG00000299058,ENSG00000299058,ENSG00000299058-299058
ENSG00000308448,ENSG00000308448,ENSG00000308448-308448
ENSG00000309035,ENSG00000309035,ENSG00000309035-309035
ENSG00000305641,ENSG00000305641,ENSG00000305641-305641
ENSG00000298296,ENSG00000298296,ENSG00000298296-298296
ENSG00000307783,ENSG00000307783,ENSG00000307783-307783
ENSG00000300141,ENSG00000300141,ENSG00000300141-300141
ENSG00000300159,ENSG00000300159,ENSG00000300159-300159
ENSG00000293984,ENSG00000293984,ENSG00000293984-293984
ENSG00000304373,ENSG00000304373,ENSG00000304373-304373
ENSG00000304353,ENSG00000304353,ENSG00000304353-304353
ENSG00000310444,ENSG00000310444,ENSG00000310444-310444
ENSG00000296710,ENSG00000296710,ENSG00000296710-296710
ENSG00000298708,ENSG00000298708,ENSG00000298708-298708
ENSG00000303684,ENSG00000303684,ENSG00000303684-303684
ENSG00000297817,ENSG00000297817,ENSG00000297817-297817
ENSG00000297842,ENSG00000297842,ENSG00000297842-297842
ENSG00000310443,ENSG00000310443,ENSG00000310443-310443
ENSG00000310303,ENSG00000310303,ENSG00000310303-310303
ENSG00000310328,ENSG00000310328,ENSG00000310328-310328
ENSG00000299927,ENSG00000299927,ENSG00000299927-299927
ENSG00000304740,ENSG00000304740,ENSG00000304740-304740
ENSG00000304766,ENSG00000304766,ENSG00000304766-304766
ENSG00000305036,ENSG00000305036,ENSG00000305036-305036
ENSG00000298617,ENSG00000298617,ENSG00000298617-298617
ENSG00000298639,ENSG00000298639,ENSG00000298639-298639
ENSG00000298602,ENSG00000298602,ENSG00000298602-298602
ENSG00000294418,ENSG00000294418,ENSG00000294418-294418
ENSG00000294437,ENSG00000294437,ENSG00000294437-294437
ENSG00000302495,ENSG00000302495,ENSG00000302495-302495
ENSG00000298462,ENSG00000298462,ENSG00000298462-298462
ENSG00000295070,ENSG00000295070,ENSG00000295070-295070
ENSG00000295627,ENSG00000295627,ENSG00000295627-295627
ENSG00000294924,ENSG00000294924,ENSG00000294924-294924
ENSG00000300184,ENSG00000300184,ENSG00000300184-300184
ENSG00000293889,ENSG00000293889,ENSG00000293889-293889
ENSG00000305989,ENSG00000305989,ENSG00000305989-305989
ENSG00000297963,ENSG00000297963,ENSG00000297963-297963
ENSG00000297988,ENSG00000297988,ENSG00000297988-297988
ENSG00000303471,ENSG00000303471,ENSG00000303471-303471
ENSG00000297384,ENSG00000297384,ENSG00000297384-297384
ENSG00000294569,ENSG00000294569,ENSG00000294569-294569
ENSG00000298240,ENSG00000298240,ENSG00000298240-298240
ENSG00000304625,ENSG00000304625,ENSG00000304625-304625
ENSG00000297660,ENSG00000297660,ENSG00000297660-297660
ENSG00000308672,ENSG00000308672,ENSG00000308672-308672
ENSG00000308683,ENSG00000308683,ENSG00000308683-308683
ENSG00000298510,ENSG00000298510,ENSG00000298510-298510
ENSG00000298317,ENSG00000298317,ENSG00000298317-298317
ENSG00000293500,ENSG00000293500,ENSG00000293500-293500
ENSG00000302999,ENSG00000302999,ENSG00000302999-302999
ENSG00000298485,ENSG00000298485,ENSG00000298485-298485
ENSG00000298496,ENSG00000298496,ENSG00000298496-298496
ENSG00000299860,ENSG00000299860,ENSG00000299860-299860
ENSG00000303334,ENSG00000303334,ENSG00000303334-303334
ENSG00000293685,ENSG00000293685,ENSG00000293685-293685
ENSG00000301936,ENSG00000301936,ENSG00000301936-301936
ENSG00000296903,ENSG00000296903,ENSG00000296903-296903
ENSG00000294945,ENSG00000294945,ENSG00000294945-294945
ENSG00000302360,ENSG00000302360,ENSG00000302360-302360
ENSG00000303509,ENSG00000303509,ENSG00000303509-303509
ENSG00000293743,ENSG00000293743,ENSG00000293743-293743
ENSG00000301036,ENSG00000301036,ENSG00000301036-301036
ENSG00000310051,ENSG00000310051,ENSG00000310051-310051
ENSG00000298216,ENSG00000298216,ENSG00000298216-298216
ENSG00000307349,ENSG00000307349,ENSG00000307349-307349
ENSG00000301396,ENSG00000301396,ENSG00000301396-301396
ENSG00000295045,ENSG00000295045,ENSG00000295045-295045
ENSG00000304059,ENSG00000304059,ENSG00000304059-304059
ENSG00000299209,ENSG00000299209,ENSG00000299209-299209
ENSG00000304754,ENSG00000304754,ENSG00000304754-304754
ENSG00000295902,ENSG00000295902,ENSG00000295902-295902
ENSG00000303720,ENSG00000303720,ENSG00000303720-303720
ENSG00000308661,ENSG00000308661,ENSG00000308661-308661
ENSG00000295384,ENSG00000295384,ENSG00000295384-295384
ENSG00000295395,ENSG00000295395,ENSG00000295395-295395
ENSG00000295409,ENSG00000295409,ENSG00000295409-295409
ENSG00000294003,ENSG00000294003,ENSG00000294003-294003
ENSG00000293274,ENSG00000293274,ENSG00000293274-293274
ENSG00000308552,ENSG00000308552,ENSG00000308552-308552
ENSG00000298730,ENSG00000298730,ENSG00000298730-298730
ENSG00000296223,ENSG00000296223,ENSG00000296223-296223
ENSG00000296242,ENSG00000296242,ENSG00000296242-296242
ENSG00000305647,ENSG00000305647,ENSG00000305647-305647
ENSG00000305660,ENSG00000305660,ENSG00000305660-305660
ENSG00000307582,ENSG00000307582,ENSG00000307582-307582
ENSG00000295548,ENSG00000295548,ENSG00000295548-295548
ENSG00000295566,ENSG00000295566,ENSG00000295566-295566
ENSG00000306642,ENSG00000306642,ENSG00000306642-306642
ENSG00000306997,ENSG00000306997,ENSG00000306997-306997
ENSG00000307062,ENSG00000307062,ENSG00000307062-307062
ENSG00000307045,ENSG00000307045,ENSG00000307045-307045
ENSG00000300446,ENSG00000300446,ENSG00000300446-300446
ENSG00000293433,ENSG00000293433,ENSG00000293433-293433
ENSG00000295581,ENSG00000295581,ENSG00000295581-295581
ENSG00000298232,ENSG00000298232,ENSG00000298232-298232
ENSG00000304853,ENSG00000304853,ENSG00000304853-304853
ENSG00000298932,ENSG00000298932,ENSG00000298932-298932
ENSG00000302987,ENSG00000302987,ENSG00000302987-302987
ENSG00000295362,ENSG00000295362,ENSG00000295362-295362
ENSG00000309864,ENSG00000309864,ENSG00000309864-309864
ENSG00000308330,ENSG00000308330,ENSG00000308330-308330
ENSG00000308394,ENSG00000308394,ENSG00000308394-308394
ENSG00000304335,ENSG00000304335,ENSG00000304335-304335
ENSG00000294763,ENSG00000294763,ENSG00000294763-294763
ENSG00000294796,ENSG00000294796,ENSG00000294796-294796
ENSG00000304347,ENSG00000304347,ENSG00000304347-304347
ENSG00000298465,ENSG00000298465,ENSG00000298465-298465
ENSG00000298481,ENSG00000298481,ENSG00000298481-298481
ENSG00000293742,ENSG00000293742,ENSG00000293742-293742
ENSG00000295905,ENSG00000295905,ENSG00000295905-295905
ENSG00000307386,ENSG00000307386,ENSG00000307386-307386
ENSG00000307368,ENSG00000307368,ENSG00000307368-307368
ENSG00000307401,ENSG00000307401,ENSG00000307401-307401
ENSG00000293962,ENSG00000293962,ENSG00000293962-293962
ENSG00000293987,ENSG00000293987,ENSG00000293987-293987
ENSG00000298341,ENSG00000298341,ENSG00000298341-298341
ENSG00000304743,ENSG00000304743,ENSG00000304743-304743
ENSG00000307290,ENSG00000307290,ENSG00000307290-307290
ENSG00000296657,ENSG00000296657,ENSG00000296657-296657
ENSG00000299153,ENSG00000299153,ENSG00000299153-299153
ENSG00000310206,ENSG00000310206,ENSG00000310206-310206
ENSG00000303993,ENSG00000303993,ENSG00000303993-303993
ENSG00000307659,ENSG00000307659,ENSG00000307659-307659
ENSG00000307677,ENSG00000307677,ENSG00000307677-307677
ENSG00000304404,ENSG00000304404,ENSG00000304404-304404
ENSG00000300748,ENSG00000300748,ENSG00000300748-300748
ENSG00000294459,ENSG00000294459,ENSG00000294459-294459
ENSG00000305052,ENSG00000305052,ENSG00000305052-305052
ENSG00000310136,ENSG00000310136,ENSG00000310136-310136
ENSG00000308213,ENSG00000308213,ENSG00000308213-308213
ENSG00000299059,ENSG00000299059,ENSG00000299059-299059
ENSG00000308940,ENSG00000308940,ENSG00000308940-308940
ENSG00000308988,ENSG00000308988,ENSG00000308988-308988
ENSG00000308971,ENSG00000308971,ENSG00000308971-308971
ENSG00000308959,ENSG00000308959,ENSG00000308959-308959
ENSG00000306973,ENSG00000306973,ENSG00000306973-306973
ENSG00000307258,ENSG00000307258,ENSG00000307258-307258
ENSG00000305657,ENSG00000305657,ENSG00000305657-305657
ENSG00000294725,ENSG00000294725,ENSG00000294725-294725
ENSG00000303854,ENSG00000303854,ENSG00000303854-303854
ENSG00000302103,ENSG00000302103,ENSG00000302103-302103
ENSG00000296717,ENSG00000296717,ENSG00000296717-296717
ENSG00000302524,ENSG00000302524,ENSG00000302524-302524
ENSG00000303627,ENSG00000303627,ENSG00000303627-303627
ENSG00000309355,ENSG00000309355,ENSG00000309355-309355
ENSG00000298800,ENSG00000298800,ENSG00000298800-298800
ENSG00000304856,ENSG00000304856,ENSG00000304856-304856
ENSG00000295117,ENSG00000295117,ENSG00000295117-295117
ENSG00000295141,ENSG00000295141,ENSG00000295141-295141
ENSG00000302804,ENSG00000302804,ENSG00000302804-302804
ENSG00000300041,ENSG00000300041,ENSG00000300041-300041
ENSG00000300602,ENSG00000300602,ENSG00000300602-300602
ENSG00000302370,ENSG00000302370,ENSG00000302370-302370
ENSG00000296405,ENSG00000296405,ENSG00000296405-296405
ENSG00000305064,ENSG00000305064,ENSG00000305064-305064
ENSG00000299978,ENSG00000299978,ENSG00000299978-299978
ENSG00000306669,ENSG00000306669,ENSG00000306669-306669
ENSG00000302476,ENSG00000302476,ENSG00000302476-302476
ENSG00000302464,ENSG00000302464,ENSG00000302464-302464
ENSG00000303304,ENSG00000303304,ENSG00000303304-303304
ENSG00000305442,ENSG00000305442,ENSG00000305442-305442
ENSG00000302300,ENSG00000302300,ENSG00000302300-302300
ENSG00000293242,ENSG00000293242,ENSG00000293242-293242
ENSG00000307133,ENSG00000307133,ENSG00000307133-307133
ENSG00000308792,ENSG00000308792,ENSG00000308792-308792
ENSG00000305040,ENSG00000305040,ENSG00000305040-305040
ENSG00000302767,ENSG00000302767,ENSG00000302767-302767
ENSG00000303103,ENSG00000303103,ENSG00000303103-303103
ENSG00000294773,ENSG00000294773,ENSG00000294773-294773
ENSG00000294794,ENSG00000294794,ENSG00000294794-294794
ENSG00000309220,ENSG00000309220,ENSG00000309220-309220
ENSG00000297872,ENSG00000297872,ENSG00000297872-297872
ENSG00000293645,ENSG00000293645,ENSG00000293645-293645
ENSG00000305797,ENSG00000305797,ENSG00000305797-305797
ENSG00000295694,ENSG00000295694,ENSG00000295694-295694
ENSG00000301609,ENSG00000301609,ENSG00000301609-301609
ENSG00000308482,ENSG00000308482,ENSG00000308482-308482
ENSG00000299475,ENSG00000299475,ENSG00000299475-299475
ENSG00000299482,ENSG00000299482,ENSG00000299482-299482
ENSG00000305694,ENSG00000305694,ENSG00000305694-305694
ENSG00000300991,ENSG00000300991,ENSG00000300991-300991
ENSG00000296353,ENSG00000296353,ENSG00000296353-296353
ENSG00000302957,ENSG00000302957,ENSG00000302957-302957
ENSG00000294117,ENSG00000294117,ENSG00000294117-294117
ENSG00000309152,ENSG00000309152,ENSG00000309152-309152
ENSG00000310355,ENSG00000310355,ENSG00000310355-310355
ENSG00000302639,ENSG00000302639,ENSG00000302639-302639
ENSG00000302619,ENSG00000302619,ENSG00000302619-302619
ENSG00000296861,ENSG00000296861,ENSG00000296861-296861
ENSG00000300427,ENSG00000300427,ENSG00000300427-300427
ENSG00000297137,ENSG00000297137,ENSG00000297137-297137
ENSG00000309256,ENSG00000309256,ENSG00000309256-309256
ENSG00000309197,ENSG00000309197,ENSG00000309197-309197
ENSG00000309240,ENSG00000309240,ENSG00000309240-309240
ENSG00000298734,ENSG00000298734,ENSG00000298734-298734
ENSG00000301603,ENSG00000301603,ENSG00000301603-301603
ENSG00000307501,ENSG00000307501,ENSG00000307501-307501
ENSG00000295952,ENSG00000295952,ENSG00000295952-295952
ENSG00000293378,ENSG00000293378,ENSG00000293378-293378
ENSG00000305911,ENSG00000305911,ENSG00000305911-305911
ENSG00000295414,ENSG00000295414,ENSG00000295414-295414
ENSG00000302822,ENSG00000302822,ENSG00000302822-302822
ENSG00000296302,ENSG00000296302,ENSG00000296302-296302
ENSG00000293734,ENSG00000293734,ENSG00000293734-293734
ENSG00000308500,ENSG00000308500,ENSG00000308500-308500
ENSG00000307987,ENSG00000307987,ENSG00000307987-307987
ENSG00000298553,ENSG00000298553,ENSG00000298553-298553
ENSG00000294594,ENSG00000294594,ENSG00000294594-294594
ENSG00000301952,ENSG00000301952,ENSG00000301952-301952
ENSG00000305106,ENSG00000305106,ENSG00000305106-305106
ENSG00000304287,ENSG00000304287,ENSG00000304287-304287
ENSG00000309708,ENSG00000309708,ENSG00000309708-309708
ENSG00000309726,ENSG00000309726,ENSG00000309726-309726
ENSG00000309692,ENSG00000309692,ENSG00000309692-309692
ENSG00000309749,ENSG00000309749,ENSG00000309749-309749
ENSG00000297498,ENSG00000297498,ENSG00000297498-297498
ENSG00000297460,ENSG00000297460,ENSG00000297460-297460
ENSG00000309480,ENSG00000309480,ENSG00000309480-309480
ENSG00000309853,ENSG00000309853,ENSG00000309853-309853
ENSG00000303226,ENSG00000303226,ENSG00000303226-303226
ENSG00000306088,ENSG00000306088,ENSG00000306088-306088
ENSG00000306393,ENSG00000306393,ENSG00000306393-306393
ENSG00000306379,ENSG00000306379,ENSG00000306379-306379
ENSG00000304252,ENSG00000304252,ENSG00000304252-304252
ENSG00000309753,ENSG00000309753,ENSG00000309753-309753
ENSG00000302254,ENSG00000302254,ENSG00000302254-302254
ENSG00000306949,ENSG00000306949,ENSG00000306949-306949
ENSG00000306960,ENSG00000306960,ENSG00000306960-306960
ENSG00000309184,ENSG00000309184,ENSG00000309184-309184
ENSG00000294334,ENSG00000294334,ENSG00000294334-294334
ENSG00000296018,ENSG00000296018,ENSG00000296018-296018
ENSG00000306966,ENSG00000306966,ENSG00000306966-306966
ENSG00000306978,ENSG00000306978,ENSG00000306978-306978
ENSG00000302599,ENSG00000302599,ENSG00000302599-302599
ENSG00000306946,ENSG00000306946,ENSG00000306946-306946
ENSG00000293027,ENSG00000293027,ENSG00000293027-293027
ENSG00000309381,ENSG00000309381,ENSG00000309381-309381
ENSG00000306191,ENSG00000306191,ENSG00000306191-306191
ENSG00000307159,ENSG00000307159,ENSG00000307159-307159
ENSG00000307763,ENSG00000307763,ENSG00000307763-307763
ENSG00000294082,ENSG00000294082,ENSG00000294082-294082
ENSG00000294061,ENSG00000294061,ENSG00000294061-294061
ENSG00000293936,ENSG00000293936,ENSG00000293936-293936
ENSG00000305085,ENSG00000305085,ENSG00000305085-305085
ENSG00000297656,ENSG00000297656,ENSG00000297656-297656
ENSG00000305094,ENSG00000305094,ENSG00000305094-305094
ENSG00000308066,ENSG00000308066,ENSG00000308066-308066
ENSG00000308049,ENSG00000308049,ENSG00000308049-308049
ENSG00000310036,ENSG00000310036,ENSG00000310036-310036
ENSG00000309881,ENSG00000309881,ENSG00000309881-309881
ENSG00000298804,ENSG00000298804,ENSG00000298804-298804
ENSG00000296707,ENSG00000296707,ENSG00000296707-296707
ENSG00000299630,ENSG00000299630,ENSG00000299630-299630
ENSG00000298182,ENSG00000298182,ENSG00000298182-298182
ENSG00000294396,ENSG00000294396,ENSG00000294396-294396
ENSG00000294434,ENSG00000294434,ENSG00000294434-294434
ENSG00000307198,ENSG00000307198,ENSG00000307198-307198
ENSG00000296838,ENSG00000296838,ENSG00000296838-296838
ENSG00000297260,ENSG00000297260,ENSG00000297260-297260
ENSG00000297534,ENSG00000297534,ENSG00000297534-297534
ENSG00000302244,ENSG00000302244,ENSG00000302244-302244
ENSG00000294248,ENSG00000294248,ENSG00000294248-294248
ENSG00000307273,ENSG00000307273,ENSG00000307273-307273
ENSG00000295054,ENSG00000295054,ENSG00000295054-295054
ENSG00000302185,ENSG00000302185,ENSG00000302185-302185
ENSG00000295813,ENSG00000295813,ENSG00000295813-295813
ENSG00000305470,ENSG00000305470,ENSG00000305470-305470
ENSG00000303744,ENSG00000303744,ENSG00000303744-303744
ENSG00000303755,ENSG00000303755,ENSG00000303755-303755
ENSG00000310235,ENSG00000310235,ENSG00000310235-310235
ENSG00000307612,ENSG00000307612,ENSG00000307612-307612
ENSG00000293527,ENSG00000293527,ENSG00000293527-293527
ENSG00000302885,ENSG00000302885,ENSG00000302885-302885
ENSG00000298958,ENSG00000298958,ENSG00000298958-298958
ENSG00000294854,ENSG00000294854,ENSG00000294854-294854
ENSG00000305922,ENSG00000305922,ENSG00000305922-305922
ENSG00000298187,ENSG00000298187,ENSG00000298187-298187
ENSG00000304646,ENSG00000304646,ENSG00000304646-304646
ENSG00000303183,ENSG00000303183,ENSG00000303183-303183
ENSG00000300613,ENSG00000300613,ENSG00000300613-300613
ENSG00000296844,ENSG00000296844,ENSG00000296844-296844
ENSG00000301016,ENSG00000301016,ENSG00000301016-301016
ENSG00000296071,ENSG00000296071,ENSG00000296071-296071
ENSG00000309591,ENSG00000309591,ENSG00000309591-309591
ENSG00000303826,ENSG00000303826,ENSG00000303826-303826
ENSG00000301258,ENSG00000301258,ENSG00000301258-301258
ENSG00000299485,ENSG00000299485,ENSG00000299485-299485
ENSG00000306189,ENSG00000306189,ENSG00000306189-306189
ENSG00000298226,ENSG00000298226,ENSG00000298226-298226
ENSG00000305344,ENSG00000305344,ENSG00000305344-305344
ENSG00000306942,ENSG00000306942,ENSG00000306942-306942
ENSG00000304248,ENSG00000304248,ENSG00000304248-304248
ENSG00000309351,ENSG00000309351,ENSG00000309351-309351
ENSG00000299851,ENSG00000299851,ENSG00000299851-299851
ENSG00000306961,ENSG00000306961,ENSG00000306961-306961
ENSG00000294126,ENSG00000294126,ENSG00000294126-294126
ENSG00000302145,ENSG00000302145,ENSG00000302145-302145
ENSG00000302226,ENSG00000302226,ENSG00000302226-302226
ENSG00000295845,ENSG00000295845,ENSG00000295845-295845
ENSG00000308960,ENSG00000308960,ENSG00000308960-308960
ENSG00000293513,LINC00301,LINC00301-293513
ENSG00000308962,ENSG00000308962,ENSG00000308962-308962
ENSG00000298661,ENSG00000298661,ENSG00000298661-298661
ENSG00000303405,ENSG00000303405,ENSG00000303405-303405
ENSG00000303428,ENSG00000303428,ENSG00000303428-303428
ENSG00000303449,ENSG00000303449,ENSG00000303449-303449
ENSG00000300057,ENSG00000300057,ENSG00000300057-300057
ENSG00000296777,ENSG00000296777,ENSG00000296777-296777
ENSG00000298895,ENSG00000298895,ENSG00000298895-298895
ENSG00000301919,ENSG00000301919,ENSG00000301919-301919
ENSG00000306851,ENSG00000306851,ENSG00000306851-306851
ENSG00000293352,RPLP0P2,RPLP0P2-293352
ENSG00000303745,ENSG00000303745,ENSG00000303745-303745
ENSG00000303794,ENSG00000303794,ENSG00000303794-303794
ENSG00000303760,ENSG00000303760,ENSG00000303760-303760
ENSG00000303779,ENSG00000303779,ENSG00000303779-303779
ENSG00000294228,ENSG00000294228,ENSG00000294228-294228
ENSG00000307347,ENSG00000307347,ENSG00000307347-307347
ENSG00000307387,ENSG00000307387,ENSG00000307387-307387
ENSG00000307402,ENSG00000307402,ENSG00000307402-307402
ENSG00000295816,ENSG00000295816,ENSG00000295816-295816
ENSG00000308510,ENSG00000308510,ENSG00000308510-308510
ENSG00000304832,ENSG00000304832,ENSG00000304832-304832
ENSG00000296938,ENSG00000296938,ENSG00000296938-296938
ENSG00000310115,ENSG00000310115,ENSG00000310115-310115
ENSG00000301851,ENSG00000301851,ENSG00000301851-301851
ENSG00000301179,ENSG00000301179,ENSG00000301179-301179
ENSG00000293793,ENSG00000293793,ENSG00000293793-293793
ENSG00000293765,ENSG00000293765,ENSG00000293765-293765
ENSG00000293760,ENSG00000293760,ENSG00000293760-293760
ENSG00000296830,ENSG00000296830,ENSG00000296830-296830
ENSG00000300809,ENSG00000300809,ENSG00000300809-300809
ENSG00000299729,ENSG00000299729,ENSG00000299729-299729
ENSG00000310313,ENSG00000310313,ENSG00000310313-310313
ENSG00000297950,ENSG00000297950,ENSG00000297950-297950
ENSG00000297965,ENSG00000297965,ENSG00000297965-297965
ENSG00000306414,ENSG00000306414,ENSG00000306414-306414
ENSG00000306400,ENSG00000306400,ENSG00000306400-306400
ENSG00000298124,ENSG00000298124,ENSG00000298124-298124
ENSG00000298107,ENSG00000298107,ENSG00000298107-298107
ENSG00000304841,ENSG00000304841,ENSG00000304841-304841
ENSG00000295281,ENSG00000295281,ENSG00000295281-295281
ENSG00000306884,ENSG00000306884,ENSG00000306884-306884
ENSG00000305209,ENSG00000305209,ENSG00000305209-305209
ENSG00000298679,ENSG00000298679,ENSG00000298679-298679
ENSG00000298714,ENSG00000298714,ENSG00000298714-298714
ENSG00000301552,ENSG00000301552,ENSG00000301552-301552
ENSG00000297081,ENSG00000297081,ENSG00000297081-297081
ENSG00000309292,ENSG00000309292,ENSG00000309292-309292
ENSG00000293953,ENSG00000293953,ENSG00000293953-293953
ENSG00000308350,ENSG00000308350,ENSG00000308350-308350
ENSG00000303595,ENSG00000303595,ENSG00000303595-303595
ENSG00000304945,ENSG00000304945,ENSG00000304945-304945
ENSG00000293278,ENSG00000293278,ENSG00000293278-293278
ENSG00000301154,ENSG00000301154,ENSG00000301154-301154
ENSG00000293475,ENSG00000293475,ENSG00000293475-293475
ENSG00000305830,ENSG00000305830,ENSG00000305830-305830
ENSG00000305844,ENSG00000305844,ENSG00000305844-305844
ENSG00000305854,ENSG00000305854,ENSG00000305854-305854
ENSG00000301146,ENSG00000301146,ENSG00000301146-301146
ENSG00000307632,ENSG00000307632,ENSG00000307632-307632
ENSG00000300048,ENSG00000300048,ENSG00000300048-300048
ENSG00000301979,ENSG00000301979,ENSG00000301979-301979
ENSG00000302197,ENSG00000302197,ENSG00000302197-302197
ENSG00000294808,ENSG00000294808,ENSG00000294808-294808
ENSG00000309474,ENSG00000309474,ENSG00000309474-309474
ENSG00000306723,ENSG00000306723,ENSG00000306723-306723
ENSG00000297007,ENSG00000297007,ENSG00000297007-297007
ENSG00000309321,ENSG00000309321,ENSG00000309321-309321
ENSG00000309898,ENSG00000309898,ENSG00000309898-309898
ENSG00000303001,ENSG00000303001,ENSG00000303001-303001
ENSG00000302979,ENSG00000302979,ENSG00000302979-302979
ENSG00000305207,ENSG00000305207,ENSG00000305207-305207
ENSG00000297087,ENSG00000297087,ENSG00000297087-297087
ENSG00000301294,ENSG00000301294,ENSG00000301294-301294
ENSG00000298143,ENSG00000298143,ENSG00000298143-298143
ENSG00000298934,ENSG00000298934,ENSG00000298934-298934
ENSG00000295293,ENSG00000295293,ENSG00000295293-295293
ENSG00000298445,ENSG00000298445,ENSG00000298445-298445
ENSG00000305576,ENSG00000305576,ENSG00000305576-305576
ENSG00000300531,ENSG00000300531,ENSG00000300531-300531
ENSG00000307098,ENSG00000307098,ENSG00000307098-307098
ENSG00000308796,ENSG00000308796,ENSG00000308796-308796
ENSG00000294993,ENSG00000294993,ENSG00000294993-294993
ENSG00000301088,ENSG00000301088,ENSG00000301088-301088
ENSG00000304624,ENSG00000304624,ENSG00000304624-304624
ENSG00000296643,ENSG00000296643,ENSG00000296643-296643
ENSG00000293231,ENSG00000293231,ENSG00000293231-293231
ENSG00000303303,ENSG00000303303,ENSG00000303303-303303
ENSG00000293486,ENSG00000293486,ENSG00000293486-293486
ENSG00000310059,ENSG00000310059,ENSG00000310059-310059
ENSG00000296342,ENSG00000296342,ENSG00000296342-296342
ENSG00000309483,ENSG00000309483,ENSG00000309483-309483
ENSG00000304998,ENSG00000304998,ENSG00000304998-304998
ENSG00000299531,ENSG00000299531,ENSG00000299531-299531
ENSG00000299513,ENSG00000299513,ENSG00000299513-299513
ENSG00000299463,ENSG00000299463,ENSG00000299463-299463
ENSG00000309414,ENSG00000309414,ENSG00000309414-309414
ENSG00000293783,ENSG00000293783,ENSG00000293783-293783
ENSG00000306280,ENSG00000306280,ENSG00000306280-306280
ENSG00000300058,ENSG00000300058,ENSG00000300058-300058
ENSG00000295105,ENSG00000295105,ENSG00000295105-295105
ENSG00000306842,ENSG00000306842,ENSG00000306842-306842
ENSG00000306865,ENSG00000306865,ENSG00000306865-306865
ENSG00000306716,ENSG00000306716,ENSG00000306716-306716
ENSG00000301530,ENSG00000301530,ENSG00000301530-301530
